工廠名稱,工廠市鎮鄉村里,工廠組織型態,工廠登記核准年分,工廠登記狀態,產業類別,主要產品
億彰實業股份有限公司龍潭廠,桃園市龍潭區烏林里,股份有限公司,109年,生產中,11紡織業,112織布
高彥科技股份有限公司二廠,高雄市燕巢區鳳雄里,股份有限公司,110年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具
弘洋消防設備有限公司,桃園市楊梅區中山里,有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
泰山企業股份有限公司田中廠,彰化縣田中鎮南路里,股份有限公司,64年,生產中,08食品製造業,084動植物油脂
卓嘉豐鐵工廠股份有限公司,新竹市香山區中埔里,股份有限公司,66年,生產中,29機械設備製造業、25金屬製品製造業,293通用機械設備、251金屬刀具、手工具及模具
大松鋼鐵有限公司,高雄市燕巢區安招里,有限公司,111年,生產中,25金屬製品製造業,259其他金屬製品
協益塑膠工廠,彰化縣伸港鄉泉厝村,獨資,77年,生產中,22塑膠製品製造業,220塑膠製品
華祺工業股份有限公司三廠,桃園市中壢區內定里,股份有限公司,101年,生產中,25金屬製品製造業,254金屬加工處理
大澤科技有限公司二廠,臺南市安南區佃東里,有限公司,110年,生產中,29機械設備製造業,292其他專用機械設備
飛夢思國際有限公司,桃園市平鎮區平南里,有限公司,110年,生產中,11紡織業,115紡織品
立群精密工業社,臺中市太平區東平里,獨資,78年,生產中,29機械設備製造業,293通用機械設備
正昇碾米工廠股份有限公司,雲林縣西螺鎮頂湳里,股份有限公司,71年,生產中,08食品製造業,086碾榖、磨粉及澱粉製品
統織工業股份有限公司,嘉義縣大林鎮大美里,股份有限公司,110年,生產中,32家具製造業,321非金屬家具
築旺建材有限公司,臺中市東區東門里,有限公司,110年,生產中,25金屬製品製造業,252金屬結構及建築組件、259其他金屬製品
源立實業股份有限公司,臺中市豐原區南村里,股份有限公司,92年,生產中,13皮革、毛皮及其製品製造業、21橡膠製品製造業,130皮革、毛皮及其製品、210橡膠製品
鐵正綱工程興業有限公司二廠,彰化縣秀水鄉金興村,有限公司,109年,生產中,25金屬製品製造業,252金屬結構及建築組件
山立工業股份有限公司,臺中市神岡區北庄里,股份有限公司,81年,生產中,29機械設備製造業,292其他專用機械設備
杰能科技有限公司一廠,臺中市大甲區太白里,有限公司,111年,生產中,25金屬製品製造業,252金屬結構及建築組件、259其他金屬製品
羽泰精密科技有限公司,桃園市八德區大仁里,有限公司,109年,生產中,22塑膠製品製造業、30汽車及其零件製造業、11紡織業、33其他製造業,220塑膠製品、303汽車零件、115紡織品、332醫療器材及用品
臺灣杜丹股份有限公司,新北市汐止區環河里,股份有限公司,78年,生產中,15紙漿、紙及紙製品製造業,159其他紙製品
智環國際股份有限公司,新北市中和區平河里,股份有限公司,110年,生產中,28電力設備及配備製造業,284照明設備及配備
凱崴電子股份有限公司桃園廠,桃園市桃園區大樹里,股份有限公司,96年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、292其他專用機械設備
地天泰農業生技股份有限公司,臺中市西屯區協和里,股份有限公司,108年,生產中,33其他製造業,339未分類其他製品
永洺有限公司,桃園市中壢區山東里,有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
竹洲工業股份有限公司南崗廠,南投縣南投市福興里,股份有限公司,79年,生產中,25金屬製品製造業、29機械設備製造業、33其他製造業,254金屬加工處理、291金屬加工用機械設備、293通用機械設備、331育樂用品、339未分類其他製品
睿達交通器材有限公司觀音廠,桃園市觀音區白玉里,有限公司,110年,生產中,22塑膠製品製造業,220塑膠製品
盛籐企業股份有限公司,彰化縣和美鎮嘉寶里,股份有限公司,105年,生產中,30汽車及其零件製造業、31其他運輸工具及其零件製造業、33其他製造業,303汽車零件、312機車及其零件、332醫療器材及用品
屏東縣潮州鎮農會集中型糧倉碾米廠,屏東縣潮州鎮光春里,農會組織,73年,生產中,08食品製造業,086碾榖、磨粉及澱粉製品
侑憲有限公司,屏東縣萬丹鄉社上村,有限公司,111年,生產中,08食品製造業,089其他食品
麗臺科技股份有限公司中和二廠,新北市中和區連和里,股份有限公司,108年,生產中,27電腦、電子產品及光學製品製造業,276輻射及電子醫學設備
元和精密工業股份有限公司,桃園市八德區茄苳里,股份有限公司,83年,生產中,29機械設備製造業、25金屬製品製造業、22塑膠製品製造業、30汽車及其零件製造業,220塑膠製品、259其他金屬製品、293通用機械設備、292其他專用機械設備、303汽車零件
旺建企業有限公司,桃園市八德區大福里,有限公司,86年,生產中,29機械設備製造業,293通用機械設備
楊盛實業有限公司,新北市五股區興珍里,有限公司,75年,生產中,25金屬製品製造業,254金屬加工處理、259其他金屬製品
騰信工業股份有限公司,桃園市平鎮區金星里,股份有限公司,78年,生產中,21橡膠製品製造業、22塑膠製品製造業、29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,210橡膠製品、220塑膠製品、293通用機械設備、303汽車零件、312機車及其零件
長星實業社,彰化縣伸港鄉全興村,獨資,110年,生產中,11紡織業,112織布
嵩富機械廠股份有限公司一廠,臺中市神岡區豐洲里,有限公司,110年,生產中,29機械設備製造業,291金屬加工用機械設備
英里工業有限公司,新北市五股區興珍里,有限公司,80年,生產中,15紙漿、紙及紙製品製造業,159其他紙製品
華楷生醫科技股份有限公司,臺北市內湖區港墘里,股份有限公司,101年,生產中,27電腦、電子產品及光學製品製造業,276輻射及電子醫學設備
鉅登團膳食品有限公司,臺北市南港區西新里,有限公司,102年,生產中,08食品製造業,089其他食品
夆潤科技有限公司,臺北市南港區西新里,有限公司,103年,生產中,29機械設備製造業,293通用機械設備
茂宏精密科技有限公司二廠,新竹縣竹北市泰和里,有限公司,110年,生產中,29機械設備製造業,292其他專用機械設備
泰山電子股份有限公司,桃園市桃園區大林里,股份有限公司,90年,生產中,26電子零組件製造業、27電腦、電子產品及光學製品製造業,269其他電子零組件、271電腦及其週邊設備
玖聯實業有限公司,新北市三重區頂崁里,有限公司,95年,生產中,25金屬製品製造業、29機械設備製造業,251金屬刀具、手工具及模具、259其他金屬製品、293通用機械設備
利準科技有限公司建一廠,新北市中和區平河里,有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,251金屬刀具、手工具及模具、254金屬加工處理、259其他金屬製品、291金屬加工用機械設備、293通用機械設備
向瑒工業股份有限公司,基隆市七堵區瑪西里,股份有限公司,91年,生產中,29機械設備製造業,293通用機械設備
台灣玳能科技股份有限公司,桃園市蘆竹區錦中里,股份有限公司,110年,生產中,27電腦、電子產品及光學製品製造業、28電力設備及配備製造業,271電腦及其週邊設備、272通訊傳播設備、273視聽電子產品、285家用電器
澤鎔精密工業有限公司,新北市五股區興珍里,有限公司,111年,生產中,25金屬製品製造業、29機械設備製造業,251金屬刀具、手工具及模具、259其他金屬製品、293通用機械設備
泳昇機械股份有限公司,桃園市龍潭區三林里,股份有限公司,110年,生產中,29機械設備製造業,293通用機械設備
京鷹企業股份有限公司二廠,高雄市前鎮區信義里,股份有限公司,103年,生產中,26電子零組件製造業,269其他電子零組件
國基實業社,彰化縣芳苑鄉後寮村,獨資,111年,生產中,21橡膠製品製造業,210橡膠製品
華湑有限公司,彰化縣社頭鄉張厝村,有限公司,109年,生產中,12成衣及服飾品製造業,123服飾品
如鉞有限公司,彰化縣和美鎮中寮里,有限公司,110年,生產中,25金屬製品製造業,259其他金屬製品
雙合金屬工業股份有限公司楊梅1廠,桃園市楊梅區高上里,股份有限公司,108年,生產中,25金屬製品製造業,254金屬加工處理、259其他金屬製品
台錩企業有限公司,臺中市潭子區潭秀里,有限公司,108年,生產中,25金屬製品製造業,259其他金屬製品
川勝洪運股份有限公司,彰化縣和美鎮好修里,有限公司,74年,生產中,33其他製造業,339未分類其他製品
藥華醫藥股份有限公司台中分公司,臺中市大雅區橫山里,本國公司之分公司,101年,生產中,20藥品及醫用化學製品製造業,200藥品及醫用化學製品
大安生醫股份有限公司,臺中市大里區健民里,股份有限公司,103年,生產中,33其他製造業,332醫療器材及用品
大詮電子企業有限公司,臺中市西區公益里,有限公司,81年,生產中,26電子零組件製造業,262被動電子元件
益誠實業股份有限公司,新北市土城區頂埔里,股份有限公司,63年,生產中,18化學材料及肥料製造業、19其他化學製品製造業,192塗料、染料及顏料、184塑膠及合成橡膠原料
大安生醫股份有限公司二廠,臺中市大里區健民里,股份有限公司,103年,生產中,08食品製造業、09飲料製造業,089其他食品、092非酒精飲料
凱懿彩色印刷有限公司,彰化縣花壇鄉中庄村,有限公司,110年,生產中,15紙漿、紙及紙製品製造業,152瓦楞紙板及紙容器
群創光電股份有限公司D廠,臺南市新市區豐華里,股份有限公司,102年,生產中,26電子零組件製造業、33其他製造業,264光電材料及元件、332醫療器材及用品
創宇科技工業股份有限公司,桃園市平鎮區湧光里,股份有限公司,89年,生產中,29機械設備製造業,293通用機械設備
喜長發造船有限公司,高雄市旗津區南汕里,有限公司,62年,生產中,31其他運輸工具及其零件製造業,311船舶及浮動設施
凌巨科技股份有限公司八德廠,桃園市八德區大湳里,股份有限公司,97年,生產中,26電子零組件製造業、27電腦、電子產品及光學製品製造業,264光電材料及元件、269其他電子零組件、271電腦及其週邊設備、272通訊傳播設備、273視聽電子產品、277光學儀器及設備
得安股份有限公司義林廠,臺南市仁德區新田里,股份有限公司,94年,生產中,33其他製造業,339未分類其他製品
翔伽隆企業有限公司,新北市樹林區山佳里,有限公司,91年,生產中,25金屬製品製造業,254金屬加工處理
邁萃斯精密股份有限公司竹科一廠,新竹市東區,股份有限公司,107年,生產中,29機械設備製造業,291金屬加工用機械設備
宸楓企業有限公司,桃園市龜山區福源里,有限公司,110年,生產中,32家具製造業,321非金屬家具
漢威機械有限公司,桃園市龜山區福源里,有限公司,110年,生產中,29機械設備製造業,291金屬加工用機械設備
和昌國際工業股份有限公司內湖廠,臺北市內湖區葫洲里,股份有限公司,80年,生產中,23非金屬礦物製品製造業,233水泥及其製品
新泰成企業有限公司,臺北市士林區永倫里,有限公司,63年,生產中,28電力設備及配備製造業,285家用電器
可運有限公司內湖廠,臺北市內湖區週美里,有限公司,78年,生產中,22塑膠製品製造業,220塑膠製品
台灣瑞克興業股份有限公司,臺北市內湖區石潭里,股份有限公司,101年,生產中,33其他製造業,339未分類其他製品
福興電業工廠股份有限公司平鎮工廠,桃園市平鎮區北貴里,股份有限公司,71年,生產中,21橡膠製品製造業、22塑膠製品製造業,210橡膠製品、220塑膠製品
優勝美染整股份有限公司,臺南市永康區王行里,股份有限公司,88年,生產中,11紡織業,114染整
進昌紙業有限公司,彰化縣彰化市寶?里,有限公司,110年,生產中,15紙漿、紙及紙製品製造業,152瓦楞紙板及紙容器
立侑有限公司,臺中市大雅區雅楓里,有限公司,110年,生產中,28電力設備及配備製造業,281發電、輸電及配電機械
禾義國際包裝材料有限公司楊梅廠,桃園市楊梅區大平里,有限公司,110年,生產中,15紙漿、紙及紙製品製造業,152瓦楞紙板及紙容器
冠呈塑膠有限公司,臺中市大里區健民里,有限公司,110年,生產中,22塑膠製品製造業,220塑膠製品
昇立特金屬股份有限公司,臺南市永康區東橋里,股份有限公司,79年,生產中,25金屬製品製造業,259其他金屬製品
宇隆科技股份有限公司走芯廠,臺中市梧棲區草湳里,股份有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
鶴力精密工業股份有限公司,臺中市烏日區北里里,股份有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
光瑩礦物企業股份有限公司,苗栗縣銅鑼鄉興隆村,股份有限公司,69年,生產中,23非金屬礦物製品製造業,239其他非金屬礦物製品
吉立毛刷有限公司,臺北市南港區玉成里,有限公司,79年,生產中,33其他製造業,339未分類其他製品
鑫光金屬工業股份有限公司桃園廠,桃園市龜山區兔坑里,股份有限公司,104年,生產中,25金屬製品製造業,254金屬加工處理
山立工業股份有限公司,臺中市神岡區山皮里,股份有限公司,109年,生產中,29機械設備製造業,291金屬加工用機械設備
天九興業股份有限公司台南廠,臺南市後壁區嘉田里,股份有限公司,85年,生產中,23非金屬礦物製品製造業,233水泥及其製品、239其他非金屬礦物製品
登盛企業股份有限公司,屏東縣長治鄉德和村,股份有限公司,110年,生產中,08食品製造業,089其他食品
寶程有限公司,桃園市桃園區南門里,有限公司,110年,生產中,25金屬製品製造業、26電子零組件製造業、28電力設備及配備製造業,259其他金屬製品、269其他電子零組件、285家用電器
鼎三企業股份有限公司,臺中市梧棲區永寧里,股份有限公司,75年,生產中,13皮革、毛皮及其製品製造業、33其他製造業、22塑膠製品製造業,130皮革、毛皮及其製品、220塑膠製品
粨種人食品股份有限公司,臺東縣臺東市豐樂里,股份有限公司,108年,生產中,08食品製造業,089其他食品
捷元股份有限公司內湖廠,臺北市內湖區,股份有限公司,89年,生產中,27電腦、電子產品及光學製品製造業、26電子零組件製造業,271電腦及其週邊設備、269其他電子零組件
記暉有限公司內溪廠,桃園市蘆竹區內厝里,有限公司,99年,生產中,26電子零組件製造業、24基本金屬製造業、25金屬製品製造業,263印刷電路板、249其他基本金屬、254金屬加工處理
鍾萊電子股份有限公司,桃園市龍潭區烏林里,股份有限公司,84年,生產中,26電子零組件製造業,263印刷電路板
詮盛能源科技股份有限公司,彰化縣埤頭鄉崙腳村,股份有限公司,109年,生產中,14木竹製品製造業、33其他製造業,140木竹製品、339未分類其他製品
易源電子股份有限公司,桃園市新屋區永安里,股份有限公司,99年,生產中,23非金屬礦物製品製造業,232耐火、黏土建材及其他陶瓷製品
理樂股份有限公司,屏東縣萬丹鄉四維村,股份有限公司,110年,生產中,08食品製造業,087動物飼品
大朧鋼模有限公司,新北市樹林區三龍里,有限公司,97年,生產中,22塑膠製品製造業、25金屬製品製造業、29機械設備製造業,220塑膠製品、252金屬結構及建築組件、291金屬加工用機械設備、293通用機械設備
聯躍精密有限公司神岡廠,臺中市神岡區庄後里,有限公司,77年,生產中,25金屬製品製造業,252金屬結構及建築組件
岦昂企業社工廠,彰化縣花壇鄉長沙村,合夥,110年,生產中,25金屬製品製造業,254金屬加工處理、259其他金屬製品
守富精密工業社,彰化縣大村鄉大崙村,獨資,110年,生產中,25金屬製品製造業,252金屬結構及建築組件、259其他金屬製品
阡奇企業有限公司,新北市中和區員山里,有限公司,89年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
新吉豐碾米工廠,苗栗縣通霄鎮城北里,獨資,67年,生產中,08食品製造業,086碾榖、磨粉及澱粉製品
長庚國際能源股份有限公司樹林廠,新北市樹林區東山里,股份有限公司,109年,生產中,28電力設備及配備製造業、24基本金屬製造業、30汽車及其零件製造業,282電池、249其他基本金屬、303汽車零件
聖杰工業股份有限公司,臺北市南港區合成里,股份有限公司,82年,生產中,25金屬製品製造業、28電力設備及配備製造業,259其他金屬製品、281發電、輸電及配電機械
豊欣紙業有限公司,桃園市大園區內海里,有限公司,89年,生產中,15紙漿、紙及紙製品製造業,159其他紙製品
有明精密有限公司,新北市樹林區圳民里,有限公司,76年,生產中,29機械設備製造業、25金屬製品製造業、26電子零組件製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,293通用機械設備、251金屬刀具、手工具及模具、264光電材料及元件、269其他電子零組件、301汽車、302車體、303汽車零件、312機車及其零件
允順工程行工廠,彰化縣彰化市平和里,合夥,110年,生產中,23非金屬礦物製品製造業,234石材製品
詠將企業有限公司二廠,臺中市烏日區三和里,有限公司,110年,生產中,30汽車及其零件製造業、30汽車及其零件製造業,303汽車零件、302車體
堂成機械有限公司,桃園市龜山區大坑里,有限公司,110年,生產中,29機械設備製造業,292其他專用機械設備
何宏明企業股份有限公司一廠,臺中市豐原區翁子里,股份有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、291金屬加工用機械設備、292其他專用機械設備
信大工業股份有限公司,新北市板橋區埔墘里,股份有限公司,94年,生產中,31其他運輸工具及其零件製造業,313自行車及其零件
肯揚工業股份有限公司,高雄市岡山區本洲里,股份有限公司,94年,生產中,25金屬製品製造業,254金屬加工處理
合江工業廠股份有限公司觀音廠,桃園市觀音區樹林里,股份有限公司,83年,生產中,19其他化學製品製造業、24基本金屬製造業,199未分類其他化學製品、243銅
瑞晟眼鏡實業有限公司工廠,臺南市安南區原佃里,有限公司,110年,生產中,33其他製造業,332醫療器材及用品
正興工業有限公司,彰化縣花壇鄉中庄村,有限公司,111年,生產中,25金屬製品製造業,259其他金屬製品
聚欣塑膠企業股份有限公司,雲林縣林內鄉重興村,有限公司,70年,生產中,22塑膠製品製造業,220塑膠製品
長益蛋品有限公司,屏東縣萬丹鄉社中村,有限公司,111年,生產中,08食品製造業,089其他食品
潁益企業有限公司高雄一廠,高雄市林園區中門里,有限公司,93年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
台榮產業股份有限公司高雄飼料廠,高雄市路竹區社南里,股份有限公司,79年,生產中,08食品製造業,087動物飼品
荃鴻股份有限公司,新北市汐止區保安里,股份有限公司,102年,生產中,08食品製造業,089其他食品
宏國紙印花有限公司,新北市樹林區東園里,有限公司,109年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
保泰實業股份有限公司淡水二廠,新北市淡水區水源里,股份有限公司,88年,生產中,19其他化學製品製造業,199未分類其他化學製品
台聯金屬工業股份有限公司,桃園市蘆竹區內厝里,股份有限公司,87年,生產中,25金屬製品製造業,254金屬加工處理
雅味豆干店,桃園市八德區,獨資,109年,生產中,08食品製造業,083蔬果加工
屏順企業股份有限公司,屏東縣屏東市頂宅里,股份有限公司,111年,生產中,11紡織業、33其他製造業,115紡織品、332醫療器材及用品
鑫良金屬有限公司,桃園市蘆竹區長興里,有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
鑫富螺絲企業有限公司二廠,高雄市岡山區岡山里,有限公司,110年,生產中,25金屬製品製造業,259其他金屬製品
鮮豐食品有限公司,臺中市烏日區前竹里,有限公司,109年,生產中,08食品製造業,089其他食品
公準精密工業股份有限公司高科技廠,高雄市仁武區五和里,股份有限公司,89年,生產中,25金屬製品製造業、31其他運輸工具及其零件製造業、29機械設備製造業,251金屬刀具、手工具及模具、292其他專用機械設備、319未分類其他運輸工具及其零件
鎰信自動化機械有限公司八德廠,桃園市八德區瑞豐里,有限公司,101年,生產中,29機械設備製造業,293通用機械設備
亞東工業氣體股份有限公司大社廠,高雄市大社區三奶里,股份有限公司,102年,生產中,18化學材料及肥料製造業、08食品製造業,181化學原材料、089其他食品
谷林科技有限公司萬大廠,高雄市大寮區琉球里,有限公司,102年,生產中,25金屬製品製造業,254金屬加工處理
品好味有限公司,高雄市燕巢區瓊林里,有限公司,111年,生產中,08食品製造業,082水產加工
鉅耀精密有限公司工廠,臺中市神岡區岸裡里,有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
麗嘉科技股份有限公司自強二廠,新北市土城區沛陂里,股份有限公司,90年,生產中,26電子零組件製造業,264光電材料及元件、269其他電子零組件
六原實業有限公司沙鹿廠,臺中市沙鹿區興安里,有限公司,110年,生產中,22塑膠製品製造業,220塑膠製品
惠業機械股份有限公司平鎮廠,桃園市平鎮區高雙里,股份有限公司,110年,生產中,29機械設備製造業,291金屬加工用機械設備、292其他專用機械設備、293通用機械設備
進聯工業股份有限公司新莊廠,新北市新莊區思源里,股份有限公司,88年,生產中,22塑膠製品製造業、26電子零組件製造業、27電腦、電子產品及光學製品製造業、28電力設備及配備製造業、29機械設備製造業,220塑膠製品、269其他電子零組件、271電腦及其週邊設備、272通訊傳播設備、283電線及配線器材、291金屬加工用機械設備、293通用機械設備
博大精密股份有限公司神岡廠,臺中市神岡區社南里,股份有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,259其他金屬製品、293通用機械設備、303汽車零件、312機車及其零件
一之鄉股份有限公司北投廠,臺北市北投區八仙里,股份有限公司,82年,生產中,08食品製造業,089其他食品
富登商行,臺中市烏日區南里里,獨資,109年,生產中,08食品製造業,089其他食品
盛昱實業有限公司,嘉義縣大林鎮大美里,有限公司,110年,生產中,08食品製造業,081肉類加工
精益科技股份有限公司,臺北市南港區西新里,股份有限公司,102年,生產中,27電腦、電子產品及光學製品製造業,271電腦及其週邊設備
科智實業股份有限公司,臺中市南屯區春社里,股份有限公司,110年,生產中,33其他製造業,332醫療器材及用品
品勝實業股份有限公司三廠,彰化縣和美鎮還社里,股份有限公司,110年,生產中,25金屬製品製造業、33其他製造業,259其他金屬製品、339未分類其他製品
益豪實業有限公司,桃園市平鎮區北富里,有限公司,110年,生產中,25金屬製品製造業,252金屬結構及建築組件
豪運工程行雲林廠,雲林縣二崙鄉田尾村,獨資,106年,生產中,25金屬製品製造業,259其他金屬製品
聯通氣體股份有限公司,高雄市小港區小港里,股份有限公司,75年,生產中,18化學材料及肥料製造業,181化學原材料
駿鎧企業社,臺中市烏日區九德里,有限公司,83年,生產中,25金屬製品製造業,259其他金屬製品
德式馬企業股份有限公司,臺北市內湖區港墘里,股份有限公司,89年,生產中,12成衣及服飾品製造業,121成衣
拜拜就找我有限公司,新北市樹林區北園里,有限公司,110年,生產中,14木竹製品製造業,140木竹製品
鑫野智動工業股份有限公司,桃園市龜山區大坑里,股份有限公司,106年,生產中,29機械設備製造業,292其他專用機械設備、293通用機械設備
健信科技工業股份有限公司,桃園市楊梅區富岡里,股份有限公司,81年,生產中,30汽車及其零件製造業,303汽車零件
泰順國際有限公司工廠,臺中市太平區太平里,有限公司,91年,生產中,08食品製造業,089其他食品
毅鑫有限公司,臺中市豐原區翁社里,有限公司,104年,生產中,25金屬製品製造業,252金屬結構及建築組件
太生能源科技有限公司二廠,新北市樹林區東山里,有限公司,110年,生產中,27電腦、電子產品及光學製品製造業、28電力設備及配備製造業,271電腦及其週邊設備、275量測、導航、控制設備及鐘錶、284照明設備及配備
元宏晟企業股份有限公司工廠,臺中市龍井區龍津里,股份有限公司,110年,生產中,22塑膠製品製造業,220塑膠製品
泰志股份有限公司,臺北市內湖區西康里,股份有限公司,89年,生產中,27電腦、電子產品及光學製品製造業,275量測、導航、控制設備及鐘錶
勝榮印刷有限公司,臺北市萬華區和德里,有限公司,61年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
佳昇興業有限公司,新北市中和區平河里,有限公司,94年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
漢欣精機工業有限公司,新北市樹林區圳生里,有限公司,91年,生產中,25金屬製品製造業、24基本金屬製造業、29機械設備製造業、26電子零組件製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,259其他金屬製品、241鋼鐵、293通用機械設備、264光電材料及元件、269其他電子零組件、301汽車、302車體、303汽車零件、312機車及其零件
鍊一企業有限公司,高雄市大寮區會社里,有限公司,79年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
日月光半導體製造股份有限公司中壢分公司封測十廠,桃園市中壢區復華里,股份有限公司,107年,生產中,26電子零組件製造業,261半導體
亞比斯環保科技有限公司工廠,臺中市北屯區新平里,有限公司,97年,生產中,19其他化學製品製造業,193清潔用品及化粧品
傳恩食品有限公司,新北市鶯歌區永吉里,有限公司,110年,生產中,08食品製造業,089其他食品
金隆億有限公司關廟廠,臺南市關廟區五甲里,有限公司,110年,生產中,22塑膠製品製造業,220塑膠製品
錦錩實業股份有限公司,桃園市中壢區內定里,股份有限公司,81年,生產中,11紡織業,114染整
晉曜有限公司,臺北市內湖區石潭里,有限公司,98年,生產中,29機械設備製造業,293通用機械設備
常通實業股份有限公司,臺中市北屯區?子里,股份有限公司,64年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備、251金屬刀具、手工具及模具
寶磬企業有限公司,臺北市士林區永倫里,有限公司,66年,生產中,29機械設備製造業,291金屬加工用機械設備
捷視科技有限公司,新北市中和區中原里,有限公司,110年,生產中,27電腦、電子產品及光學製品製造業,271電腦及其週邊設備、272通訊傳播設備、273視聽電子產品
彬彬木器股份有限公司,臺中市烏日區三和里,股份有限公司,89年,生產中,32家具製造業,321非金屬家具
神達數位股份有限公司,新竹縣寶山鄉,股份有限公司,109年,生產中,27電腦、電子產品及光學製品製造業,272通訊傳播設備、275量測、導航、控制設備及鐘錶、273視聽電子產品
台灣水泥股份有限公司和平分公司和平廠,花蓮縣秀林鄉和平村,股份有限公司,年,生產中,23非金屬礦物製品製造業、23非金屬礦物製品製造業,233水泥及其製品
東龍珠股份有限公司,新北市樹林區三龍里,股份有限公司,110年,生產中,33其他製造業,339未分類其他製品
大聯盛國際食品股份有限公司,南投縣埔里鎮大城里,股份有限公司,106年,生產中,08食品製造業,089其他食品
順緯工業有限公司,桃園市楊梅區中山里,有限公司,110年,生產中,27電腦、電子產品及光學製品製造業、28電力設備及配備製造業,275量測、導航、控制設備及鐘錶、281發電、輸電及配電機械
高裕工業有限公司二廠,臺中市太平區德隆里,有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
鑫順環保有限公司,桃園市平鎮區平南里,有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
鈺峰工業社,臺中市大雅區雅楓里,獨資,110年,生產中,25金屬製品製造業、32家具製造業,259其他金屬製品、322金屬家具
欣興電子股份有限公司南山廠,桃園市蘆竹區山鼻里,股份有限公司,88年,生產中,26電子零組件製造業,263印刷電路板
台灣合展精密股份有限公司南崗廠,南投縣南投市福興里,股份有限公司,111年,生產中,31其他運輸工具及其零件製造業,313自行車及其零件
易興工業社烏日廠,臺中市烏日區前竹里,獨資,110年,生產中,29機械設備製造業,293通用機械設備
嘉大企業股份有限公司,南投縣草屯鎮新豐里,股份有限公司,109年,生產中,21橡膠製品製造業、31其他運輸工具及其零件製造業,210橡膠製品、312機車及其零件、313自行車及其零件
佳碩達實業有限公司,臺南市永康區尚頂里,有限公司,110年,生產中,22塑膠製品製造業,220塑膠製品
上田野家有限公司,桃園市龍潭區烏林里,有限公司,111年,生產中,25金屬製品製造業,254金屬加工處理
三大未來科技股份有限公司高雄廠,高雄市小港區港口里,股份有限公司,101年,生產中,25金屬製品製造業,254金屬加工處理
建聖鋁陽極處理廠,臺南市永康區尚頂里,獨資,89年,生產中,25金屬製品製造業,254金屬加工處理
振揚機械工程有限公司,新北市新莊區瓊林里,有限公司,110年,生產中,29機械設備製造業,293通用機械設備
錥盛科技股份有限公司二廠,新北市樹林區圳生里,股份有限公司,110年,生產中,22塑膠製品製造業、25金屬製品製造業、28電力設備及配備製造業、29機械設備製造業,220塑膠製品、251金屬刀具、手工具及模具、289其他電力設備及配備、293通用機械設備
金目科技有限公司,桃園市楊梅區中山里,有限公司,110年,生產中,29機械設備製造業,292其他專用機械設備
立佳實業有限公司新竹廠,新竹市香山區埔前里,有限公司,106年,生產中,22塑膠製品製造業,220塑膠製品
昇彥工業社,彰化縣埔鹽鄉打廉村,獨資,77年,生產中,29機械設備製造業、25金屬製品製造業,251金屬刀具、手工具及模具、303汽車零件
順華藥品工業股份有限公司三峽工廠,新北市三峽區二鬮里,股份有限公司,64年,生產中,20藥品及醫用化學製品製造業,200藥品及醫用化學製品
兢悅創藝有限公司二廠,高雄市大寮區琉球里,有限公司,110年,生產中,25金屬製品製造業,252金屬結構及建築組件、254金屬加工處理、259其他金屬製品
奇葆有限公司,臺中市潭子區大豐里,有限公司,110年,生產中,25金屬製品製造業、26電子零組件製造業、29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,259其他金屬製品、269其他電子零組件、293通用機械設備、303汽車零件、312機車及其零件、313自行車及其零件
昌盛源有限公司,新北市中和區建和里,有限公司,91年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
